date,predicted_index,real_price,regime_probability,simn,mn_ore,chn_electricity,met_coal,dry_bulk_freight,steel_etf,usd_inr,pick
2028-01-14,244.8941,212.9783,0.2668,101.31910606740793,574.0825069544602,1082.20384233627,101.31910606740793,101.31910606740793,258.9837735942433,110.41641767435495,59.87122513014792
2028-01-21,244.8079,212.9033,0.3318,101.3197690986947,568.096002438349,1024.0477192995843,101.3197690986947,101.3197690986947,267.34330659404577,110.05145107510582,59.99204242016647
2028-01-28,244.7296,212.8352,0.3346,101.32039898243603,593.3931917956104,1054.3102440272235,101.32039898243603,101.32039898243603,268.5383940937875,110.47284247507157,60.91803628262647
2028-02-04,244.8159,212.9102,0.2605,101.32099737561735,590.4603992821152,1052.1350683853282,101.32099737561735,101.32099737561735,287.0797851179653,110.3905792846298,65.30887418420322
2028-02-11,244.7296,212.8352,0.2997,101.32156585241303,598.997209091603,1061.9978734492483,101.32156585241303,101.32156585241303,318.0188287863554,110.59649513800603,63.77501934242998
2028-02-18,244.8941,212.9783,0.2963,101.32210590832324,612.9413033693188,1091.396025758537,101.32210590832324,101.32210590832324,317.4868521009673,109.15592022712194,66.86154319698264
2028-02-25,244.8652,212.9532,0.3159,101.3226189641042,621.5850218653682,1158.429639415403,101.3226189641042,101.3226189641042,335.41487915821295,109.94390667203075,68.1851327429635
2028-03-03,244.8652,212.9532,0.2816,101.32310636950244,614.8063417200751,1152.8994883044495,101.32310636950244,101.32310636950244,330.37730789750697,110.79167102559849,67.87385631247041
2028-03-10,244.8079,212.9033,0.3602,101.32356940680248,603.7229491431849,1161.1279828201368,101.32356940680248,101.32356940680248,333.21206469176826,111.81994924016941,65.20735537462845
2028-03-17,244.8941,212.9783,0.3892,101.3240092941975,606.0826422878596,1063.1542027960977,101.3240092941975,101.3240092941975,315.33211699867104,112.54794630169646,66.14218366349927
2028-03-24,244.7296,212.8352,0.3428,101.32442718899165,613.7861136920376,1120.861787693406,101.32442718899165,101.32442718899165,303.07527276504516,113.49699849811928,67.612981338922
2028-03-31,244.4318,212.5762,0.2978,101.32482419064252,614.7181303994665,1133.7814589651243,101.32482419064252,101.32482419064252,296.8255002044463,113.37466593803849,61.65156128780244
2028-04-07,244.3494,212.5046,0.3043,101.32520134365163,616.2878517910567,1120.7278458789503,101.32520134365163,101.32520134365163,267.9836057036713,114.47300832050813,61.93599942896213
2028-04-14,244.24,212.4094,0.2886,101.3255596403106,609.8155438230787,1122.8047656048516,101.3255596403106,101.3255596403106,272.42505039742696,114.90520986591697,69.27502485051347
2028-04-21,244.3494,212.5046,0.2758,101.32590002331017,604.9926773871592,1100.1616096301157,101.32590002331017,101.32590002331017,257.27602289745806,115.10050639045573,66.21232845070388
